,act1,act101,act102,act103,act104,act105,act106,act107,act108,act109,act110,act111,act112,act113,act114,act115,act116,act117,act118,act2,act201,act202,act203,act204,act205,act206,aer1,aer101,aer102,aer103,aer104,aer105,aer106,aer107,aer108,aer109,aer2,aer4,aer5,air2,air5,air6,air7,air8,air9,airact,airact01,airact02,airact03,airact04,airact05,airact06,airact07,airact08,airact09,airgo,bad1,bad101,bad102,bad103,bad104,bad105,bad106,bad107,bad108,bad109,bad2,bad4,bad5,base1,base101,base102,base103,base104,base105,base106,base107,base108,base2,base3,base4,base5,bask1,bask101,bask102,bask103,bask104,bask105,bask106,bask107,bask108,bask109,bask2,bask3,bask5,bask6,beach1,beach101,beach102,beach103,beach104,beach105,beach106,beach107,beach108,beach109,beach110,beach111,beach2,beach4,beach5,bikeact,boat,boat01,boat02,boat03,boat04,boat05,boat06,boat07,boatact,branch1,branch2,campact,cent1,comm1,comm101,comm102,comm103,comm104,comm105,comm106,comm107,comm108,comm109,comm12,comm2,dgprk1,dgprk13,dgprk14,disc,disc01,disc02,disc03,disc04,disc05,discgo,equact,fieldact,fshact,haskid,hiweight,huntact,idnumber,infac,loweight,nat1,natact,natact01,natact02,natact03,natact04,natact05,offact,othact,othact01,othact02,othact03,othact04,othact05,othact06,othact07,othact08,othst,picact,pool1,r1,seepart,sno1,sno2,snoact,snoact01,snoact02,snoact03,snoact04,snoact05,snoact06,snoact07,snoact08,snoact09,snoact10,snoact11,snoice,swim1,swim101,swim102,swim103,swim104,swim105,swim106,swim107,swim108,swim109,swim110,swim111,swim112,swim113,swim114,swim2,swim3,ult1,ult13,ult14,wat1,wat2,wat3,wat4,watact,watact01,watact02,watact03,watact04,watact05,watact06,watact07,watact08,watact09,watact10,watact11,watact12,white1
1869,11000000000000,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,2,Satisfied,Don't know / doesn't apply,No,,,,,,,,,No,At least 18,At least 18,No,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,2,,,,,,,,,,,No,No,No,Yes,No,1097.63,No,1863.00,Yes,1.34,2,1010,Not checked,Checked,Not checked,Checked,Not checked,Yes,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,2,Picnicking,Yes,,,,,,,,,,,,,,,No,100010000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1870,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,227.64,Yes,1864.00,No,0.93,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,No,,Disc-related activit,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1871,100010001010000000,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,2,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,1748.41,Yes,1865.00,No,1.36,,1110,Not checked,Checked,Checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,20,Nature activities,Yes,,,,,,,,,,,,,,,No,100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,2,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,
1872,1000000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,100000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,294.55,No,1866.00,No,1.74,5,1110,Not checked,Checked,Checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,fly fishing,Yes,,Off-roading,Yes,,,,,,,,,,,,,,,No,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1873,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,12,Satisfied,Satisfied,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,267.10,No,1867.00,No,1.08,,1110,Not checked,Checked,Checked,Checked,Not checked,No,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Equestrian activitie,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1874,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,270.46,No,1868.00,No,1.34,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Disc-related activit,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1875,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,Yes,12,,,,,,,,,,,,,6,Satisfied,Satisfied,,,,,,,No,No,No,Yes,No,324.17,No,1869.00,No,1.31,,11010,Checked,Checked,Not checked,Checked,Not checked,No,1000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Equestrian activitie,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1876,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,40,,,,,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,266.41,No,1889.00,No,1.38,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,No,,Sightseeing,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1877,11000001000000,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,12,Satisfied,Satisfied,1000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,50,Highly satisfied,Satisfied,Yes,1100,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,1717.00,No,1870.00,No,1.34,30,1110,Not checked,Checked,Checked,Checked,Not checked,Yes,11000,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,No,Yes,50,Fishing,Yes,,,,,,,,,,,,,,,No,1000001000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Highly satisfied,,,,,,4,,10000001000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,
1878,11000000000000,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,30,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,406.50,No,1871.00,No,1.43,6,1100,Not checked,Checked,Checked,Not checked,Not checked,No,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,3,Indoor community fac,Yes,,,,,,,,,,,,,,,No,1001000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Dissatisfied,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1879,1010000000000000,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,4,Yes,,,,,,,,,,No,No,No,Yes,Yes,430.35,Yes,1872.00,Yes,1.74,,1010,Not checked,Checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Bike riding,No,,,,,,,,,,,,,,,No,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1880,10100000000011100,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,,,,,,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,15,Satisfied,Satisfied,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,7,Dissatisfied,Dissatisfied,,,,,,,,,,,,,,,10000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,3,Highly satisfied,Highly satisfied,Yes,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,No,4,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,8,,,,,,,,,,,No,No,No,Yes,No,303.73,No,1873.00,Yes,1.57,,10000,Checked,Not checked,Not checked,Not checked,Not checked,No,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,No,,Hunting and shooting,No,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1
1881,1000000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,No,,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,2,No,,,,,,,,,,No,No,No,No,Yes,3575.23,No,1874.00,Yes,1.74,10,1,Not checked,Not checked,Not checked,Not checked,Checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,No,,Other activities,No,,,,,,,,,,,,,,,No,1000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1882,101000000000000,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000100000,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,15,Satisfied,Satisfied,No,101100,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,450.17,No,1875.00,No,1.85,5,1010,Not checked,Checked,Not checked,Checked,Not checked,No,10110000,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Other activities,Yes,,,,,,,,,,,,,,,No,1100000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,10000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1883,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,601.80,No,1896.00,No,0.47,,10,Not checked,Not checked,Not checked,Checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Air activities,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1884,1000000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,3,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,No,1,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,2318.30,No,1876.00,No,0.69,3,11110,Checked,Checked,Checked,Checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,No,,Picnicking,No,,2,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Don't know / doesn't apply,Don't know / doesn't apply,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1885,110000011000100,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,No,6,Highly satisfied,Highly satisfied,11000000,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,7,Highly satisfied,Highly satisfied,No,100100,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,1,1000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,3,,,,,,,,,,,No,No,No,Yes,No,3964.83,No,1877.00,Yes,0.80,,10010,Checked,Not checked,Not checked,Checked,Not checked,No,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,90,Fishing,Yes,5,,11000000,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,10001000000,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1886,10000001000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,2,Satisfied,Satisfied,10000010000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,3,Satisfied,Dissatisfied,Yes,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,11000,Checked,Checked,Not checked,Not checked,Not checked,Yes,No,No,Yes,No,1717.00,Yes,1878.00,No,1.34,,1,Not checked,Not checked,Not checked,Not checked,Checked,Yes,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,No,7,Bike riding,Yes,,4,1000000000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Highly dissatisfied,Dissatisfied,1,Satisfied,Satisfied,3,,,,10010000000,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,14
1887,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,5,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,227.64,Yes,1879.00,No,0.93,,1,Not checked,Not checked,Not checked,Not checked,Checked,Yes,110000,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,No,Yes,,Equestrian activitie,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1888,101011000001111100,Checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,2,Dissatisfied,Dissatisfied,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,5,Satisfied,Satisfied,10010010000,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,14,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,6372.09,No,1880.00,No,1.29,3,1010,Not checked,Checked,Not checked,Checked,Not checked,No,100000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,40,Off-roading,Yes,2,,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,10001101001000,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,100000000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
1889,1000000000000000,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Yes,At least 18,At least 18,No,,,,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,270.46,No,1881.00,No,1.34,,1000,Not checked,Checked,Not checked,Not checked,Not checked,No,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,No,No,,Indoor community fac,Yes,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,
1890,100010000001010000,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,10000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,15,Satisfied,Satisfied,100,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,No,20,Satisfied,Satisfied,10000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,Satisfied,Satisfied,No,,,,,,,,,No,At least 18,At least 18,Yes,,,,,,,,,,,,,,,,,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,No,No,Yes,No,311.04,No,1882.00,No,1.28,,1010,Not checked,Checked,Not checked,Checked,Not checked,No,10100000,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,No,Yes,52,Bike riding,Yes,,,,,,,,,,,,,,,No,1000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Satisfied,Satisfied,,,,,,,,110000000000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,
