,acc,acc01,acc02,acc03,acc04,acc05,acc06,acc07,age,agecat,anyprk,barrier,barrier2,barrier3,barrier4,branch7,cntyres,disab,disab2,disabst,distprk,distprkx,distpub,distpubx,educate,gender,hiweight,idnumber,income,kdact1,kdact101,kdact102,kdact103,kdact104,kdact105,kdact106,kdact107,kdact108,kdact109,kdact110,kdact111,kdact112,kdact113,kdact114,kdact115,kdact116,kdact117,kdact118,kdact119,kdact2,kdact201,kdact202,kdact203,kdact204,kdact205,kdact206,kdact207,kdact208,kdact209,kdact210,kdact211,kdact212,kdact213,kdact214,kdact215,kdact216,kdact217,kdact218,kdact219,kdact3,kdact301,kdact302,kdact303,kdact304,kdact305,kdact306,kdact307,kdact308,kdact309,kdact310,kdact311,kdact312,kdact313,kdact314,kdact315,kdact316,kdact317,kdact318,kdact319,kiddo,likedo,likest1,likest2,loweight,nomo,nomost1,nomost2,numkid,numres,ownr,plan,planst1,planst2,race,race01,race02,race03,race04,race05,race06,race07,race08,race09,ratewet,ratewtx,region,reside,tab001,tab001a,tab002,tab003,tab004,tab005,tab005a,tab006,tab007,tab007a,tab008,tab009,tab010,tab011,tab011a,tab012,tab013,tab014,tab015,tab015a,tab016,tab017,tab017a,tab018,tab019,tab020,tab022,tab023,tab024,tab025,tab026,tab027,tab028,tab029,tab030,tab030a,tab031,tab032,tab033,tab034,tab035,tab036,tab037,tab038,tab039,tab040,tab041,tab042,tab044,tab045,tab046,tab047,tab048,tab049,tab050,tab051,tab052,tab053,tab054,tab055,tab056,tab057,tab058,tab059,tab060,tab061,tab062,tab063,tab064,tab065,tab066,tab067,tab068,tab070,tab071,tab072,tab073,tab074,tab075,tab076,tab077,tab078,tab079,tab080,tab081,tab082,tab083,tab084,tab085,tab086,tab087,tab088,tab089,tab090,tab091,tab092,tab093,tab094,tab095,tab096,tab097,tab098,tab099,tab100,tab101,tab102,tab103,tab104,typark,typark01,typark02,typark03,typark04,typark05,typark06,viscen,viscen01,viscen02,viscen03,viscen04,viscen05,wetlnd,wetlndst,wsrf1,wsrf101,wsrf102,wsrf103,wsrf2,wsrf4,wsrf5
2290,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,63,55-64 years old,Yes,No,,No,,Does not have children,Grant,,No,,4,4 miles,1,1 mile,Bachelor's degree,Female,242.69,2286.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,golf,ankle was bad,0.57,Yes,work out,ankle was bad,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Columbia Plateau,Rural area not on a farm or ranch,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2291,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,25,25-34 years old,Yes,No,,No,,Does not have children,Yakima,,No,,0,Less than 1 mile,1,1 mile,Bachelor's degree,Female,889.61,2287.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.69,Yes,WORK OUT,BECAUSE THERE ARE NOT ENOUGH FACILITIES,,2,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South Central,Small city or town,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2292,1001100,Checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,57,55-64 years old,No,No,,No,,Has children,Yakima,No,No,,0,Less than 1 mile,0,Less than 1 mile,Associate's or trade school degree,Male,601.80,2288.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,0.47,Yes,Work too much,Work,1,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South Central,Suburban area,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,,,,,No,,,,,,,,
2293,100,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,76,65 years old or older,No,Don't know,,No,,Does not have children,Kitsap,,Yes,,4,4 miles,4,4 miles,High school graduate or equivalent,Female,1420.77,2289.00,"$20,000-$24,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.36,Yes,would like to go on our local boardwalks,can't walk that far,,1,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10,Ten,Peninsulas,Rural area not on a farm or ranch,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,,,,,Yes,view wetland on my own property,,,,,,,
2294,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,66,65 years old or older,No,No,,No,,Does not have children,Walla Walla,,No,,0,Less than 1 mile,0,Less than 1 mile,"Some college or trade school, no degree",Male,1233.04,2290.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.96,Yes,would like to go to state parks but won't pay the outrageous fees,costs too much,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South Central,Large city or urban area,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,,,,,No,,,,,,,,
2295,1000110,Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,30,25-34 years old,Yes,Yes,"algae in lakes, maintenance",No,,Has children,Jefferson,No,No,,0,Less than 1 mile,0,Less than 1 mile,Bachelor's degree,Female,523.95,2298.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,swim in lakes,toxic algae,0.50,No,,,1,3,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Peninsulas,Rural area not on a farm or ranch,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2296,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,42,35-44 years old,Yes,No,,No,,Has children,Columbia,No,No,,0,Less than 1 mile,0,Less than 1 mile,Associate's or trade school degree,Female,90.65,2291.00,"$50,000-$74,999",100000000000000,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,11001000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,No,,,0.47,Yes,Would love to hike more,schedules don't allow it,5,7,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,The Palouse,Small city or town,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2297,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,71,65 years old or older,Yes,No,,No,,Does not have children,Skagit,,Yes,,2,2 miles,5,5 miles,Associate's or trade school degree,Female,3744.38,2292.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,sightseeing,because I cannot afford it,1.43,Yes,yard work,health issues,,1,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Rural area not on a farm or ranch,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2298,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,39,35-44 years old,Yes,No,,No,,Has children,Clallam,Yes,No,"12,14",5,5 miles,15,11-15 miles,"Some college or trade school, no degree",Female,1940.08,2293.00,"$10,000-$14,999",1,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,100000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Yes,Yes,"airplane ride, biking",because of the childrens health,1.85,Yes,"yoga, fitness",children not in school,2,3,Rent,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Peninsulas,Small city or town,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2299,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,56,55-64 years old,Yes,Yes,many,No,,Has children,Lewis,Yes,Yes,16,30,26-30 miles,30,26-30 miles,Bachelor's degree,Female,2241.35,2294.00,"$20,000-$24,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,0.56,Yes,everything,wheelchair access,2,3,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10,Ten,South West,Rural area not on a farm or ranch,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,walking,,,,,,,
2300,1111100,Checked,Checked,Checked,Checked,Checked,Not checked,Not checked,22,18-24 years old,No,Yes,a lot of graffiti,No,,Does not have children,Spokane,,No,,0,Less than 1 mile,0,Less than 1 mile,High school graduate or equivalent,Male,1704.41,2295.00,"$15,000-$19,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,flying,because it's expensive,4.53,No,,,,3,Rent,"Yes, ALL of them",,,1001000,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,,,North East,Large city or urban area,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,,,,,No,,,,,,,,
2301,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,65,65 years old or older,Yes,Yes,absence of a swimming pool,No,,Does not have children,Kittitas,,No,,6,6-10 miles,1,1 mile,Bachelor's degree,Female,3744.38,2296.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,canoeing,"too many family events, families, and babies",1.43,Yes,"camping, sightseeing","life events, and health",,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,7,Seven,North Cascades,Rural area not on a farm or ranch,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1100,Not checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,Yes,for sightseeing,,,,,,,
2302,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,53,45-54 years old,Yes,Yes,all facilites have fees to park,No,,Does not have children,Snohomish,,No,,1,1 mile,5,5 miles,"Some college or trade school, no degree",Male,5613.75,2299.00,"$75,000 or more",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,archery,time restraint,1.34,No,,,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Suburban area,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2303,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,52,45-54 years old,Yes,Yes,bathrooms of facilites should be more clean and have better conditions,No,,Does not have children,Whatcom,,No,,1,1 mile,50,More than 30 miles,"Some college or trade school, no degree",Female,2814.35,2326.00,"$50,000-$74,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,sky diving,time restraints,0.71,Yes,sledding and playing in snow,time restraint,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,North Cascades,Rural area on a farm or ranch,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11000,Checked,Checked,Not checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2304,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,34,25-34 years old,Yes,Yes,all shower facilities should be free with caping fees,No,,Has children,Thurston,No,No,,12,11-15 miles,5,5 miles,High school graduate or equivalent,Female,2833.07,2300.00,"$25,000-$34,999",1001110010000000,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100000111100001000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,1000000000,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Yes,No,,,0.71,Yes,camping,expensive,3,6,Own,"No, not all, but MOST of them",I don't know,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,South West,Rural area on a farm or ranch,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,10100,Checked,Not checked,Checked,Not checked,Not checked,No,,,,,,,,
2305,1000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,70,65 years old or older,Yes,Yes,a lot of immigrants mess up the areas,No,,Does not have children,Grant,,Yes,,7,6-10 miles,7,6-10 miles,Don't know,Female,406.50,2301.00,"$10,000-$14,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,horses,knee replacement,1.43,Yes,driving,knee,,2,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Columbia Plateau,Rural area on a farm or ranch,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1000,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2306,1101100,Checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,19,18-24 years old,Yes,Yes,always locked or graffiti,No,,Does not have children,Cowlitz,,No,,0,Less than 1 mile,,Don't know,"Some college or trade school, no degree",Female,9429.00,2302.00,"Under $10,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,airplane driving,bad lower back,2.37,Yes,"walking, surfboarding",no time for them,,4,Rent,"Yes, ALL of them",,,100001000,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10,Ten,South West,Large city or urban area,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,100,Not checked,Not checked,Checked,Not checked,Not checked,Yes,being outside and going to certain places at the ocean,,,,,,,
2307,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,54,45-54 years old,Yes,Yes,always room for improvment,No,,Does not have children,Douglas,,Yes,,2,2 miles,0,Less than 1 mile,Not a high school graduate,Male,270.46,2303.00,"$10,000-$14,999",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,1.34,No,,,,1,Own,"Yes, ALL of them",,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,Columbia Plateau,Small city or town,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11100,Checked,Checked,Checked,Not checked,Not checked,Not checked,,,,,,,No,,,,,,,,
2308,1000100,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,58,55-64 years old,No,Yes,"not safe, unemployment is high and so is crime",No,,Does not have children,King,,No,,0,Less than 1 mile,0,Less than 1 mile,Bachelor's degree,Male,2653.05,2491.00,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,0.54,No,,,,3,Rent,Don't know,,,100000000,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,,,King/Seattle,Suburban area,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,,,,,,,No,,,,,,,,
